ruta_web,error_cuantia_proceso,error_cuantia_contrato,cuantia_contrato_real,error_adicion,valor_adicion_real,cuantia_proceso_real,proceso,uid
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3851567 ,0,0,,0,,1,consultoria,15-4-3851567-3589442
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2243421,0,0,,0,,1,consultoria,14-4-2243421-2104010
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4686645 ,0,1,37900000,0,,1,consultoria,16-4-4686645-4310285
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4744411,0,0,,0,,1,consultoria,16-4-4744411-6230867
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10419472 ,0,1,162800000,0,,1,consultoria,20-4-10419472-9541575
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7955358,0,0,,0,,1,consultoria,18-12-7955358-7227303
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9760260 ,0,1,116200000,0,,1,consultoria,19-4-9760260-9094493
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4098025,0,1,100000000,0,,1,consultoria,15-4-4098025-3789660
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8370821,0,0,,0,,1,consultoria,18-4-8370821-7614876
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2855290,0,1,51280000,0,,1,consultoria,14-12-2855290-2674658
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6865928 ,0,0,,0,,1,consultoria,17-12-6865928-6240444
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10375897 ,1,1,35210000,0,,1,consultoria,20-4-10375897-9502437
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8530997,0,0,,0,,1,consultoria,18-12-8530997-7760928
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9656974,0,0,,0,,1,consultoria,19-12-9656974-8788540
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8547118,0,1,13508000,0,,1,consultoria,18-12-8547118-8060019
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3350180,0,1,15000000,0,,1,consultoria,15-12-3350180-3157252
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6548405 ,0,1,27000000,0,,1,consultoria,17-12-6548405-6097721
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-141537,0,0,,0,,1,consultoria,15-1-141537-4041081
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8985144,0,0,,0,,1,consultoria,19-4-8985144-8173384
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3143012,0,1,22140000,0,,1,consultoria,14-4-3143012-2945655
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10382517,0,1,43600000,0,,1,consultoria,20-12-10382517-9508534
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10298384,0,1,63250000,0,,1,consultoria,20-12-10298384-9438357
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10093067 ,1,1,252350000,0,,1,consultoria,19-12-10093067-9215951
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9152862 ,0,0,,1,1448000000,1,consultoria,19-4-9152862-8327976
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3410928,0,1,38850000,0,,1,consultoria,15-12-3410928-3216568
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6857405,0,1,15515000,0,,1,consultoria,17-12-6857405-6233390
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5498665,0,1,50000000,0,,1,consultoria,16-4-5498665-5014382
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7775267,1,1,14310000,0,,1,consultoria,18-12-7775267-7059183
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3354818,1,1,12000000,0,,1,consultoria,15-12-3354818-3161860
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3092406,0,0,,0,,1,consultoria,14-12-3092406-2899183
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2286168,0,1,21000000,0,,1,consultoria,14-12-2286168-2145977
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2354496,0,1,36000000,0,,1,consultoria,14-12-2354496-2213040
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8990672 ,1,1,96500000,0,,1,consultoria,19-12-8990672-8180191
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9208663,1,1,36000000,0,,1,consultoria,19-12-9208663-8380837
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2385977 ,0,1,24215000,0,,1,consultoria,14-12-2385977-2243505
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8137771,0,0,,0,,1,consultoria,18-12-8137771-7395611
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3825381 ,0,1,12600000,0,,1,consultoria,15-12-3825381-3567700
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9698012,0,0,,0,,1,consultoria,19-4-9698012-8829190
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10188072 ,0,0,,0,,1,consultoria,19-4-10188072-9309432
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4709528,0,1,13800000,0,,1,consultoria,16-4-4709528-4328641
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5166049,0,0,,0,,1,consultoria,16-12-5166049-4716955
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3256493 ,0,1,305000000,0,,1,consultoria,14-12-3256493-3055926
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9567379,0,1,11400000,0,,1,consultoria,19-12-9567379-8708795
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6382,0,0,,0,,1,consultoria,18-21-6382-7983847
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8455609,0,0,,1,17240000000,1,consultoria,18-4-8455609-7693190
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2953239,0,0,,0,,1,consultoria,14-12-2953239-2767184
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9455293 ,0,0,,0,,1,consultoria,19-11-9455293-8987580
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-4738725,0,1,20000000,0,,1,consultoria,16-13-4738725-4373395
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6915759 ,1,1,20250000,0,,1,consultoria,17-12-6915759-6281899
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4308912 ,0,0,,0,,1,consultoria,15-12-4308912-3970683
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5657302,0,0,,0,,1,consultoria,16-12-5657302-5152936
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9436940,0,0,,0,,1,consultoria,19-4-9436940-8588411
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6509274,0,0,,0,,1,consultoria,17-4-6509274-5918646
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10037198,0,1,21910000,0,,1,consultoria,19-13-10037198-9232521
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9684898,0,1,200000000,0,,1,consultoria,19-4-9684898-8815847
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10171238,0,1,30000000,0,,1,consultoria,19-4-10171238-9291909
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-5911491,0,1,19105000,0,,1,consultoria,16-13-5911491-5390069
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7741064,0,0,,0,,1,consultoria,18-4-7741064-7029904
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8976978,0,0,,0,,1,consultoria,19-4-8976978-8166762
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8367679,1,1,39000000,0,,1,consultoria,18-4-8367679-7611883
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10391477,0,0,,0,,1,consultoria,20-4-10391477-9516716
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7923781,0,0,,0,,1,consultoria,18-12-7923781-7195058
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9005268 ,0,1,12800000,0,,1,consultoria,19-12-9005268-8277689
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7283694 ,0,0,,0,,1,consultoria,17-4-7283694-6616598
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7571165,0,1,16800000,0,,1,consultoria,18-12-7571165-6879156
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5386474,0,0,,0,,1,consultoria,16-12-5386474-4914884
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127495,0,0,,0,,1,consultoria,14-1-127495-3313639
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10238237,0,1,11600000,0,,1,consultoria,19-12-10238237-9368451
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10392013,0,1,19800000,0,,1,consultoria,20-12-10392013-9559255
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8913768,0,1,12875000,0,,1,consultoria,19-12-8913768-8110204
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9392734,0,0,,0,,1,consultoria,19-12-9392734-8547577
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3235310,1,1,50508000,0,,1,consultoria,14-12-3235310-3031836
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6709613,0,1,13465000,0,,1,consultoria,17-13-6709613-6127428
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5625113,1,1,68000000,0,,1,consultoria,16-4-5625113-5123922
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8929192,0,1,14900000,0,,1,consultoria,19-4-8929192-8124432
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3792258 ,0,0,,0,,1,consultoria,15-12-3792258-3539378
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6975380 ,0,0,,0,,1,consultoria,17-4-6975380-6335449
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3894391 ,0,1,20475000,0,,1,consultoria,15-12-3894391-3624657
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9651976,0,1,300000000,0,,1,consultoria,19-4-9651976-8784239
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7361165,0,0,,0,,1,consultoria,17-12-7361165-6683505
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10413837,0,1,105000000,0,,1,consultoria,20-4-10413837-9537082
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3152725,0,1,23000000,0,,1,consultoria,14-4-3152725-2954571
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5172694,0,1,45600000,0,,1,consultoria,16-12-5172694-5084222
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8988175,0,1,28000000,0,,1,consultoria,19-12-8988175-8175896
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7865148,0,1,12000000,0,,1,consultoria,18-4-7865148-7140623
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4362135 ,0,0,,0,,1,consultoria,15-4-4362135-4015216
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-7982280,0,1,15470000,0,,1,consultoria,18-13-7982280-7298525
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-185132 ,0,1,15200000000,1,5763000000,1,consultoria,17-1-185132-7360336
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7282198,0,1,74940283969,0,,1,consultoria,17-12-7282198-6614625
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9586817,0,1,13050000,0,,1,consultoria,19-12-9586817-8726200
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7384740 ,0,0,,0,,1,consultoria,17-12-7384740-6703340
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6403408 ,0,0,,0,,1,consultoria,17-12-6403408-5822136
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9516275,0,1,22800000,0,,1,consultoria,19-13-9516275-8716093
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9115233,0,1,13500000,0,,1,consultoria,19-12-9115233-8293586
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8259235,0,0,,0,,1,consultoria,18-12-8259235-7517870
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4943670,0,1,29370000,0,,1,consultoria,16-12-4943670-4533192
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6765128 ,0,1,11240000,0,,1,consultoria,17-13-6765128-6193060
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-3161714,0,1,12076000,0,,1,consultoria,14-13-3161714-3428988
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8598925 ,0,0,,0,,1,consultoria,18-4-8598925-7824015
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9847581,0,1,20000000,0,,1,consultoria,19-13-9847581-9010571
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-169743,1,0,,1,4340000000,1,consultoria,17-1-169743-5954720
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6105745,0,0,,0,,1,consultoria,17-4-6105745-5557535
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128362,0,0,,0,,1,consultoria,14-1-128362-3780811
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10177451,1,1,14227000,0,,1,consultoria,19-4-10177451-9298129
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9358754,0,0,,0,,1,consultoria,19-12-9358754-8567566
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9147638 ,0,1,40920000,0,,1,consultoria,19-4-9147638-8323063
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7290052,0,0,,0,,1,consultoria,17-12-7290052-6621155
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-9-430508,0,1,18500000,0,,1,consultoria,17-9-430508-6171212
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9840553,0,0,,0,,1,consultoria,19-12-9840553-8968724
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6030223,0,1,10400000,0,,1,consultoria,17-4-6030223-5490997
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5148180,0,1,17500000,0,,1,consultoria,16-12-5148180-4702864
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-9-458967,0,0,,0,,1,consultoria,19-9-458967-9075799
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10399613,0,0,,1,1800000000,1,consultoria,20-4-10399613-9524713
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6740380,0,0,,0,,1,consultoria,17-12-6740380-6129830
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9587514,0,1,14000000,0,,1,consultoria,19-12-9587514-8727150
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4594860,0,0,,1,3223400484,1,consultoria,16-4-4594860-4231871
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7963789,0,1,17120000,1,1997333,1,consultoria,18-12-7963789-7990322
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-172524,0,0,,0,,1,consultoria,17-1-172524-6159966
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5755895 ,0,0,,0,,1,consultoria,16-12-5755895-5239547
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6872107,0,0,,0,,1,consultoria,17-12-6872107-6245975
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7350910,0,1,59400000,0,,1,consultoria,17-4-7350910-6674475
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9110705,0,0,,0,,1,consultoria,19-4-9110705-8289549
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7118568,0,1,3300000,0,,1,consultoria,17-4-7118568-6467167
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7894084,0,1,38520000,0,,1,consultoria,18-12-7894084-7990656
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6019058,0,1,48000000,0,,1,consultoria,17-12-6019058-5480639
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-160293,0,0,,0,,1,consultoria,16-1-160293-5170883
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9082461 ,0,0,,0,,1,consultoria,19-12-9082461-8263231
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2806519,0,1,17248000,0,,1,consultoria,14-13-2806519-4161359
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3349506,1,1,16000000,0,,1,consultoria,15-12-3349506-3156573
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10000148,0,1,23000000,0,,1,consultoria,19-13-10000148-9171815
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7923739,0,0,,0,,1,consultoria,18-12-7923739-7195023
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9788450,0,1,20000000,0,,1,consultoria,19-12-9788450-8918522
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3403159,0,1,11100000,0,,1,consultoria,15-4-3403159-3209069
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9130781,0,1,25200000,0,,1,consultoria,19-12-9130781-8427257
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10260059,0,1,48195000,0,,1,consultoria,20-4-10260059-9427618
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7056447 ,0,0,,0,,1,consultoria,17-12-7056447-6410018
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109104,0,0,,0,,1,consultoria,13-1-109104-2686344
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3609153 ,0,0,,0,,1,consultoria,15-12-3609153-3390116
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2507191,0,1,15128000,0,,1,consultoria,14-13-2507191-3744749
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8970086,0,0,,0,,1,consultoria,19-4-8970086-8161708
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7559717,0,0,,0,,1,consultoria,18-12-7559717-6868996
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9473781 ,0,1,24500000,0,,1,consultoria,19-12-9473781-8621765
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3687327,0,1,18041000,0,,1,consultoria,15-13-3687327-3475940
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-15-8318971 ,0,1,112000000,0,,1,consultoria,18-15-8318971-9362790
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4474528 ,0,0,,0,,1,consultoria,15-12-4474528-4109810
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2956832,0,0,,1,4069485163,1,consultoria,14-12-2956832-2770724
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7001924,0,0,,0,,1,consultoria,17-4-7001924-6360450
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4528032,0,0,,0,,1,consultoria,15-12-4528032-4160550
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10438015,0,0,,0,,1,consultoria,20-12-10438015-9560779
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9264314,0,1,12462000,0,,1,consultoria,19-4-9264314-8429085
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6467958 ,0,1,193500000,0,30525400,1,consultoria,17-12-6467958-5881190
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7108175,0,0,,0,,1,consultoria,17-12-7108175-6558777
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10234003 ,0,0,,0,,1,consultoria,19-12-10234003-9362457
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9228358,0,0,,0,,1,consultoria,19-12-9228358-8397447
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-22-13485 ,0,0,,0,,1,consultoria,20-22-13485-9654691
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-173816,0,0,,0,,1,consultoria,17-1-173816-6232569
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2644565,0,0,,0,,1,consultoria,14-12-2644565-2477082
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3349354,0,1,16000000,0,,1,consultoria,15-12-3349354-3156416
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10102224,0,1,673500000,0,,1,consultoria,19-4-10102224-9224576
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7571081,0,1,18700000,0,,1,consultoria,18-12-7571081-6879134
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9128677 ,0,1,22400000,0,,1,consultoria,19-4-9128677-8305434
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-9-396722,0,0,,0,,1,consultoria,15-9-396722-3428724
https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3049102,0,0,,0,,1,consultoria,14-12-3049102-2857831
